Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Friday of the First week in Ordinary Time,16/01/2004,,,,TRUE,"Lectionary Details for 16/01/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: First Samuel 8:4-7, 10-22 Responsorial Psalm: Psalms 89:16-17, 18-19 Gospel: Mark 2:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Anthony, abbot ; Charles Gore, Bishop, founder of the Community of the Resurrection, 1932",17/01/2004,,,,TRUE,"Lectionary Details for 17/01/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season (Saturday of the First week in Ordinary Time) First Reading: First Samuel 9:1-4, 17-19; 10:1 Responsorial Psalm: Psalms 21:2-3, 4-5, 6-7 Gospel: Mark 2:13-17 or From this reading Gospel: Matthew 19:16-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Second Sunday in Ordinary Time; Second Sunday after Epiphany; WEEK OF PRAYER FOR CHRISTIAN UNITY,18/01/2004,,,,TRUE,"Lectionary Details for 18/01/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 62:1-5 Responsorial Psalm: Psalms 96:1-2, 2-3, 7-8, 9-10 Second Reading: First Corinthians 12:4-11 Gospel: John 2:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Wulfstan, Bishop of Worcester, 1095; WEEK OF PRAYER FOR CHRISTIAN UNITY",19/01/2004,,,,TRUE,"Lectionary Details for 19/01/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: First Samuel 15:16-23 Responsorial Psalm: Psalms 50:8-9, 16-17, 21, 23 Gospel: Mark 2:18-22

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Richard Rolle of Hampole, Spiritual Writer, 1349; Fabian Pope and Martyr, Sebastian, Martyr; WEEK OF PRAYER FOR CHRISTIAN UNITY",20/01/2004,,,,TRUE,"Lectionary Details for 20/01/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: First Samuel 16:1-13 Responsorial Psalm: Psalms 89:20, 21-22, 27-28 Gospel: Mark 2:23-28 Saint Fabian, pope and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors [for a pope] or From the Proper of the Season Saint Sebastian, martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Agnes, virgin and Martyr ; WEEK OF PRAYER FOR CHRISTIAN UNITY",21/01/2004,,,,TRUE,"Lectionary Details for 21/01/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass From the Common of martyrs or From the Common of virgins or From the Proper of the Season (Wednesday of the Second week in Ordinary Time) First Reading: First Samuel 17:32-33, 37, 40-51 Responsorial Psalm: Psalms 144:1, 2, 9-10 Gospel: Mark 3:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Vincent of Saragossa, Deacon, First Martyr of Spain, 304; WEEK OF PRAYER FOR CHRISTIAN UNITY",22/01/2004,,,,TRUE,"Lectionary Details for 22/01/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: First Samuel 18:6-9; 19:1-7 Responsorial Psalm: Psalms 56:2-3, 9-10, 10-12, 13-14 Gospel: Mark 3:7-12 Saint Vincent, deacon and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Second week in Ordinary Time; WEEK OF PRAYER FOR CHRISTIAN UNITY,23/01/2004,,,,TRUE,"Lectionary Details for 23/01/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: First Samuel 24:3-21 Responsorial Psalm: Psalms 57:2, 3-4, 6, 11 Gospel: Mark 3:13-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Francis de Sales, Bishop and doctor, 1622 ; WEEK OF PRAYER FOR CHRISTIAN UNITY",24/01/2004,,,,TRUE,"Lectionary Details for 24/01/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season (Saturday of the Second week in Ordinary Time) First Reading: Second Samuel 1:1-4, 11-12, 19, 23-27 Responsorial Psalm: Psalms 80:2-3, 5-7 Gospel: Mark 3:20-21

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Third Sunday in Ordinary Time; Conversion of Paul; Third Sunday after Epiphany,25/01/2004,,,,TRUE,"Lectionary Details for 25/01/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Nehemiah 8:2-4, 5-6, 8-10 Responsorial Psalm: Psalms 19:8, 9, 10, 15 Second Reading: First Corinthians 12:12-30 or 12:12-14, 27 Gospel: Luke 1:1-4, 4:14-21

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"s Timothy and Titus, Bishops ",26/01/2004,,,,TRUE,"Lectionary Details for 26/01/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Proper of the Season (Monday of the Third week in Ordinary Time) First Reading: Second Samuel 5:1-7, 10 Responsorial Psalm: Psalms 89:20, 21-22, 25-26 Gospel: Mark 3:22-30 except for From this reading First Reading: Second Timothy 1:1-8, or Titus 1:1-5

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Angela Merici, Virgin",27/01/2004,,,,TRUE,"Lectionary Details for 27/01/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Second Samuel 6:12-15, 17-19 Responsorial Psalm: Psalms 24:7, 8, 9, 10 Gospel: Mark 3:31-35 Saint Angela Merici, virgin - Optional Memorial Readings for Mass From the Common of virgins or From the Common of holy men and women [for teachers] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Thomas Aquinas, priest and doctor, 1274 ",28/01/2004,,,,TRUE,"Lectionary Details for 28/01/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season (Wednesday of the Third week in Ordinary Time) First Reading: Second Samuel 7:4-17 Responsorial Psalm: Psalms 89:4-5, 27-28, 29-30 Gospel: Mark 4:1-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Third week in Ordinary Time,29/01/2004,,,,TRUE,"Lectionary Details for 29/01/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Second Samuel 7:18-19, 24-29 Responsorial Psalm: Psalms 132:1-2, 3-5, 11, 12, 13-14 Gospel: Mark 4:21-25

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Charles Stuart, King and Martyr, 1649",30/01/2004,,,,TRUE,"Lectionary Details for 30/01/2004
Year: C/2 Colour: Red   - Divine Office Week: 3
Readings for Mass First Reading: Second Samuel 11:1-4, 5-10, 13-17 Responsorial Psalm: Psalms 51:3-4, 5-6, 6-7, 10-11 Gospel: Mark 4:26-34

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" John Bosco, priest, founder of the Salesian Teaching Order, 1888 ",31/01/2004,,,,TRUE,"Lectionary Details for 31/01/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Common of holy men and women [for teachers] or From the Proper of the Season (Saturday of the Third week in Ordinary Time) First Reading: Second Samuel 12:1-7, 10-17 Responsorial Psalm: Psalms 51:12-13, 14-15, 16-17 Gospel: Mark 4:35-41

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Fourth Sunday in Ordinary Time; Fourth Sunday after Epiphany,01/02/2004,,,,TRUE,"Lectionary Details for 01/02/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Jeremiah 1:4-5, 17-19 Responsorial Psalm: Psalms 71:1-2, 3-4, 5-6, 15-17 Second Reading: First Corinthians 12:31--13:13 or 13:4-13 Gospel: Luke 4:21-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Presentation of the Lord in the Temple (CANDLEMAS) ,02/02/2004,,,,TRUE,"Lectionary Details for 02/02/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: 4
Readings for Mass First Reading: Malachi 3:1-4 Responsorial Psalm: Psalms 24:7, 8, 9, 10 Second Reading: Hebrews 2:14-18 Gospel: Luke 2:22-40 or 2:22-32

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Blaise, Bishop and Martyr, 316; Anskar, Bishop and Missionary 865",03/02/2004,,,,TRUE,"Lectionary Details for 03/02/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass First Reading: Second Samuel 18:9-10, 14, 24-25, 30--19:3 Responsorial Psalm: Psalms 86:1-2, 3-4, 5-6 Gospel: Mark 5:21-43 Saint Blase, bishop and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season Saint Ansgar, bishop - Optional Memorial Readings for Mass From the Common of pastors [for missionaries] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Gilbert of Sempringham, Religious, Founder of the Gilbertine Order, 1189",04/02/2004,,,,TRUE,"Lectionary Details for 04/02/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Second Samuel 24:2, 9-17 Responsorial Psalm: Psalms 32:1-2, 5, 6, 7 Gospel: Mark 6:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Agatha, virgin and Martyr ",05/02/2004,,,,TRUE,"Lectionary Details for 05/02/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass From the Common of martyrs or From the Common of virgins or From the Proper of the Season (Thursday of the Fourth week in Ordinary Time) First Reading: First Kings 2:1-4, 10-12 Responsorial Psalm: First Chronicles 29:10, 11, 11-12, 12 Gospel: Mark 6:7-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Paul Miki and companions, Martyrs of Japan ",06/02/2004,,,,TRUE,"Lectionary Details for 06/02/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass From the Common of martyrs or From the Proper of the Season (Friday of the Fourth week in Ordinary Time) First Reading: Sirach 47:2-11 Responsorial Psalm: Psalms 18:31, 47, 50, 51 Gospel: Mark 6:14-29 or From these readings First Reading: Galatians 2:19-20 Gospel: Matthew 28:16-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,07/02/2004,,,,TRUE,"Lectionary Details for 07/02/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: First Kings 3:4-13 Responsorial Psalm: Psalms 119:9, 10, 11, 12, 13, 14 Gospel: Mark 6:30-34 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Fifth Sunday in Ordinary Time; Third Sunday before Lent, Septuagesima",08/02/2004,,,,TRUE,"Lectionary Details for 08/02/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Isaiah 6:1-2, 3-8 Responsorial Psalm: Psalms 138:1-2, 2-3, 4-5, 7-8 Second Reading: First Corinthians 15:1-11 or 15:3-8, 11 Gospel: Luke 5:1-11

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Fifth week in Ordinary Time,09/02/2004,,,,TRUE,"Lectionary Details for 09/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: First Kings 8:1-7, 9-13 Responsorial Psalm: Psalms 132:6-7, 8-10 Gospel: Mark 6:53-56

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Scholastica, virgin, Sister of Benedict, Abbess of Plombariola ",10/02/2004,,,,TRUE,"Lectionary Details for 10/02/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of virgins or From the Common of holy men and women [for religious] or From the Proper of the Season (Tuesday of the Fifth week in Ordinary Time) First Reading: First Kings 8:22-23, 27-30 Responsorial Psalm: Psalms 84:3, 4, 5, 10, 11 Gospel: Mark 7:1-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of Lourdes; WORLD DAY FOR THE SICK,11/02/2004,,,,TRUE,"Lectionary Details for 11/02/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: First Kings 10:1-10 Responsorial Psalm: Psalms 37:5-6, 30-31, 39-40 Gospel: Mark 7:14-23 Our Lady of Lourdes - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season or From this reading First Reading: Isaiah 66:10-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Fifth week in Ordinary Time,12/02/2004,,,,TRUE,"Lectionary Details for 12/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: First Kings 11:4-13 Responsorial Psalm: Psalms 106:3-4, 35-36, 37, 40 Gospel: Mark 7:24-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Fifth week in Ordinary Time,13/02/2004,,,,TRUE,"Lectionary Details for 13/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: First Kings 11:29-32; 12:19 Responsorial Psalm: Psalms 81:10-11, 12-13, 14-15 Gospel: Mark 7:31-37

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Cyril, monk, 869 and Methodius, Bishop, 885, Missionaries to the Slavs ",14/02/2004,,,,TRUE,"Lectionary Details for 14/02/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of pastors [for missionaries] or From the Common of holy men and women or From the Proper of the Season (Saturday of the Fifth week in Ordinary Time) First Reading: First Kings 12:26-32; 13:33-34 Responsorial Psalm: Psalms 106:6-7, 19-20, 21-22 Gospel: Mark 8:1-10

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Sixth Sunday in Ordinary Time; Second Sunday before Lent; Sexagesima,15/02/2004,,,,TRUE,"Lectionary Details for 15/02/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 17:5-8 Responsorial Psalm: Psalms 1:1-2, 3, 4, 6 Second Reading: First Corinthians 15:12, 16-20 Gospel: Luke 6:17, 20-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Sixth week in Ordinary Time,16/02/2004,,,,TRUE,"Lectionary Details for 16/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: James 1:1-11 Responsorial Psalm: Psalms 119:67, 68, 71, 72, 75, 76 Gospel: Mark 8:11-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Janani Luwuum, Archbishop of Uganda, Martyr, 1977",17/02/2004,,,,TRUE,"Lectionary Details for 17/02/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: James 1:12-18 Responsorial Psalm: Psalms 94:12-13, 14-15, 18-19 Gospel: Mark 8:14-21 Seven Founders of the Order of Servites - Optional Memorial Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Sixth week in Ordinary Time,18/02/2004,,,,TRUE,"Lectionary Details for 18/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: James 1:19-27 Responsorial Psalm: Psalms 15:2-3, 3-4, 5 Gospel: Mark 8:22-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Sixth week in Ordinary Time,19/02/2004,,,,TRUE,"Lectionary Details for 19/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: James 2:1-9 Responsorial Psalm: Psalms 34:2-3, 4-5, 6-7 Gospel: Mark 8:27-33

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Sixth week in Ordinary Time,20/02/2004,,,,TRUE,"Lectionary Details for 20/02/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: James 2:14-24, 26 Responsorial Psalm: Psalms 112:1-2, 3-4, 5-6 Gospel: Mark 8:34--9:1

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
