Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
"The Martyrs of New Guinea,  1942 [6] Red",02/09/2008,00:00:00,03/09/2008,00:00:00,TRUE,FALSE,01/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 2:10-16
Psalm 145:8-15
Luke 4:31-37 

Daily Prayer
Job 12:1; 13:3-17, 21-27
Acts 12:1-17
John 8:31-47 
",,,Normal,,Normal,3
"Gregory the Great,  Bishop and Teacher of the Faith [6] White",03/09/2008,00:00:00,04/09/2008,00:00:00,TRUE,FALSE,02/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 3:1-9
Psalm 62
Luke 4:38-44 

Daily Prayer
Job 12:1; 14:1-22
Acts 12:18-25
John 8:47-59
",,,Normal,,Normal,3
Thursday of Pentecost 16,04/09/2008,00:00:00,05/09/2008,00:00:00,TRUE,FALSE,03/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 3:18-23
Psalm 24:1-6
Luke 5:1-11 

Daily Prayer
Job 16:16-22; 17:1, 13-16
Acts 13:1-12
John 9:1-17 
",,,Normal,,Normal,3
Friday of Pentecost 16,05/09/2008,00:00:00,06/09/2008,00:00:00,TRUE,FALSE,04/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 4:1-5
Psalm 37:1-12
Luke 5:33-39 

Daily Prayer
Job 19:1-7, 14-27
Acts 13:13-25
John 9:18-41
",,,Normal,,Normal,3
Saturday of Pentecost 16,06/09/2008,00:00:00,07/09/2008,00:00:00,TRUE,FALSE,05/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 4:6-15
Psalm 145:14-22
Luke 6:1-5 

Daily Prayer
Job 22:1-4, 21-23:7
Acts 13:26-43
John 10:1-18
",,,Normal,,Normal,3
Pentecost 17 [3] Green / SPB Trinity 16,07/09/2008,00:00:00,08/09/2008,00:00:00,TRUE,FALSE,06/09/2008,23:45:00,,,,,,,"Week of Proper 23

Eucharist

Continuous
Exodus 12:1-14
Psalm 149
Romans 13:8-14
Matthew 18:15-20

Thematic
Ezekiel 33:7-11
Psalm 119:33-40
Romans 13:8-14
Matthew 18:15-20

Daily Prayer
Exodus 14:5-31
Revelation 8:1-5
Matthew 6:1-18
",,,Normal,,Normal,3
"The Birth of Mary,  Mother of the Lord [5] White",08/09/2008,00:00:00,09/09/2008,00:00:00,TRUE,FALSE,07/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 5:1-8
Psalm 5
Luke 6:6-11 

Daily Prayer
Job 32:1-10, 19-33:1, 19-28
Acts 13:44-52
John 10:19-30

Also see Common Readings for Saints Days,  Mary,  Mother of the Lord
",,,Normal,,Normal,3
Tuesday of Pentecost 17,09/09/2008,00:00:00,10/09/2008,00:00:00,TRUE,FALSE,08/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 6:1-11
Psalm 149:1-5
Luke 6:12-19 

Daily Prayer
Job 29:1-20
Acts 14:1-18
John 10:31-42
",,,Normal,,Normal,3
Wednesday of Pentecost 17,10/09/2008,00:00:00,11/09/2008,00:00:00,TRUE,FALSE,09/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 7:25-31
Psalm 45:11-18
Luke 6:20-26

Daily Prayer
Job 29:1; 30:1-2, 16-31
Acts 14:19-28
John 11:1-16
",,,Normal,,Normal,3
Thursday of Pentecost 17,11/09/2008,00:00:00,12/09/2008,00:00:00,TRUE,FALSE,10/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 8:1-13
Psalm 139:1-9, 22-23
Luke 6:27-38 

Daily Prayer
Job 29:1; 31:1-23
Acts 15:1-11
John 11:17-29
",,,Normal,,Normal,3
Friday of Pentecost 17,12/09/2008,00:00:00,13/09/2008,00:00:00,TRUE,FALSE,11/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 9:16-27
Psalm 84
Luke 6:39-42 

Daily Prayer
Job 29:1; 31:24-40
Acts 15:12-21
John 11:30-44 
",,,Normal,,Normal,3
"Cyprian of Carthage,  Bishop and Martyr,  258 [6] Red",13/09/2008,00:00:00,14/09/2008,00:00:00,TRUE,FALSE,12/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 10:14-22
Psalm 116:10-17
Luke 6:43-49 

Daily Prayer
Job 38:1-17
Acts 15:22-35
John 11:45-54
",,,Normal,,Normal,3
Pentecost 18 [3] Green / SPB Trinity 17,14/09/2008,00:00:00,15/09/2008,00:00:00,TRUE,FALSE,13/09/2008,23:45:00,,,,,,,"Week of Proper 24

Eucharist

Continuous
Exodus 14:19-31
Psalm 114 or Exodus 15:1b-11, 20-21
Romans 14:1-12
Matthew 18:21-35

Thematic
Genesis 50:15-21
Psalm 103: (1-7) 8-13
Romans 14:1-12
Matthew 18:21-35

Daily Prayer
Exodus 18:13-26
Revelation 12:1-12
Matthew 7:1-14
",,,Normal,,Normal,3
Holy Cross Day [5] White or Red (translated from 14 September) ,15/09/2008,00:00:00,16/09/2008,00:00:00,TRUE,FALSE,14/09/2008,23:45:00,,,,,,,"Eucharist
Numbers 21:4-9
Psalm 98:1-5 or 22:23-28
1 Corinthians 1:18-24 or Philippians 2:6-11
John 3:13-17

Daily Prayer
Morning:
Numbers 21:4-9 or Zechariah 12:8-13:1
John 3:11-17 or Galatians 6:11-18

Evening:
Genesis 3:1-15
1 Peter 3:17-22
",,,Normal,,Normal,3
"Ninian of Whithorn,  Bishop,  c:430 [4] White",16/09/2008,00:00:00,17/09/2008,00:00:00,TRUE,FALSE,15/09/2008,23:45:00,,,,,,,"Eucharist
Jeremiah 1:4-9
Psalm 67
1 Thessalonians 2:2-12 or 2 Corinthians 5:17-6:2
Matthew 9:35-38 or 28:16-20

Daily Prayer
Morning:
Ezekiel 34:20-31
1 Thessalonians 5:12-24

Evening:
Isaiah 52:7-12
John 15:12-17
",,,Normal,,Normal,3
"Hildegard of Bingen,  Abbess,  1179 [6] White",17/09/2008,00:00:00,18/09/2008,00:00:00,TRUE,FALSE,16/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 12:31-13:13
Psalm 33:1-12, 22
Luke 7:31-35

Daily Prayer
Job 42:1-17
Acts 16:16-24
John 12:20-26
",,,Normal,,Normal,3
Thursday of Pentecost 18,18/09/2008,00:00:00,19/09/2008,00:00:00,TRUE,FALSE,17/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 15:1-11
Psalm 118:14-29
Luke 7:36-50 

Daily Prayer
Job 28:1-28
Acts 16:25-40
John 12:27-36a
",,,Normal,,Normal,3
Friday of Pentecost 18,19/09/2008,00:00:00,20/09/2008,00:00:00,TRUE,FALSE,18/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 15:12-20
Psalm 17:1-7
Luke 8:1-3 

Daily Prayer
Esther 1:1-4, 10-19 or Judith 4:1-15
Acts 17:1-15
John 12:36b-43 
",,,Normal,,Normal,3
"John Colossianseridge Patteson,  Bishop and Martyr,  1871 [6] Red",20/09/2008,00:00:00,21/09/2008,00:00:00,TRUE,FALSE,19/09/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 15:35-49
Psalm 30:1-5
Luke 8:4-15 

Daily Prayer
Esther 2:5-8, 15-23 or Judith 5:1-6:4
Acts 17:16-34
John 12:44-50
",,,Normal,,Normal,3
Pentecost 19 [3] Green / SPB Trinity 18,21/09/2008,00:00:00,22/09/2008,00:00:00,TRUE,FALSE,20/09/2008,23:45:00,,,,,,,"Week of Proper 25

Eucharist

Continuous
Exodus 16:2-15
Psalm 105:1-6,  37-45
Philippians 1:21-30
Matthew 20:1-16

Thematic
Jonah 3:10-4:11
Psalm 145:1-8
Philippians 1:21-30
Matthew 20:1-16

Daily Prayer
Exodus 19:10-25
Revelation 14:1-5
Matthew 8:23-34
",,,Normal,,Normal,3
"Matthew,  Apostle and Evangelist [4] Red (translated from 21 September) (Ordination of the Bishop of Aberdeen and Orkney,  2007) ",22/09/2008,00:00:00,23/09/2008,00:00:00,TRUE,FALSE,21/09/2008,23:45:00,,,,,,,"Eucharist
Psalm 6:1-6 (13-18) 
Psalm 119:33-40
2 Timothy 3:14-17 or 2 Corinthians 4:1-6
Matthew 9:9-13

Daily Prayer
Morning:
Isaiah 8:11-20
Romans 10:1-15

Evening:
Job 28:12-28
Matthew 13:44-52
",,,Normal,,Normal,3
"Adamnan of Iona,  Abbot,  704 [6] White",23/09/2008,00:00:00,24/09/2008,00:00:00,TRUE,FALSE,22/09/2008,23:45:00,,,,,,,"Daily Eucharist
Proverbs 21:1-6, 10-13
Psalm 119:1-8
Luke 8:19-21 

Daily Prayer
Esther 5:1-14 or Judith 8:9-17; 9:1, 7-10
Acts 18:12-28
Luke 3:15-22  
",,,Normal,,Normal,3
Wednesday of Pentecost 19,24/09/2008,00:00:00,25/09/2008,00:00:00,TRUE,FALSE,23/09/2008,23:45:00,,,,,,,"Daily Eucharist
Proverbs 30:5-9
Psalm 119:105-112
Luke 9:1-6  

Daily Prayer
Esther 6:1-14 or Judith 10:1-23
Acts 19:1-10
Luke 4:1-13
",,,Normal,,Normal,3
"Finnbar of Caithness,  Bishop,  c:610 [6] White (Ordination of the Bishop of Moray,  1999) ",25/09/2008,00:00:00,26/09/2008,00:00:00,TRUE,FALSE,24/09/2008,23:45:00,,,,,,,"Daily Eucharist
Ecclesiastes 1:1-11
Psalm 90:1-6
Luke 9:7-9  

Daily Prayer
Esther 7:1-10 or Judith 12:1-20
Acts 19:11-20
Luke 4:14-30
",,,Normal,,Normal,3
Friday of Pentecost 19,26/09/2008,00:00:00,27/09/2008,00:00:00,TRUE,FALSE,25/09/2008,23:45:00,,,,,,,"Daily Eucharist
Ecclesiastes 3:1-11
Psalm 144:1-4
Luke 9:18-22

Daily Prayer
Esther 8:1-8, 15-17 or Judith 13:1-20
Acts 19:21-41
Luke 4:31-37
",,,Normal,,Normal,3
"Vincent de Paul,  Priest,  1660 [6] White",27/09/2008,00:00:00,28/09/2008,00:00:00,TRUE,FALSE,26/09/2008,23:45:00,,,,,,,"Daily Eucharist
Ecclesiastes 11:9-12:8
Psalm 90:1-2, 12-17
Luke 9:43b-45 

Daily Prayer
Hosea 1:1-2:1
Acts 20:1-16
Luke 4:38-44
",,,Normal,,Normal,3
Pentecost 20 [3] Green / SPB Trinity 19,28/09/2008,00:00:00,29/09/2008,00:00:00,TRUE,FALSE,27/09/2008,23:45:00,,,,,,,"Week of Proper 26

Eucharist

Continuous
Exodus 17:1-7
Psalm 78:1-4, 12-16
Philippians 2:1-13
Matthew 21:23-32

Thematic
Ezekiel 18:1-4,  25-32
Psalm 25:1-8
Philippians 2:1-13
Matthew 21:23-32

Daily Prayer
Exodus 24:1-18
Revelation 18:1-8
Matthew 9:1-8
",,,Normal,,Normal,3
Michael and All Angels [4] White,29/09/2008,00:00:00,30/09/2008,00:00:00,TRUE,FALSE,28/09/2008,23:45:00,,,,,,,"Eucharist
Genesis 28:10-17
Psalm 103:19-22
Revelation 12:7-12
John 1:47-51

Daily Prayer
Morning:
Job 38:1-7
Hebrews 1:1-14

Evening:
Daniel 12:1-3 or 2 Kings 6:8-17
Mark 13:21-27 or Revelation 5:1-14
",,,Normal,,Normal,3
"Jeremiahome,  Priest and Teacher of the Faith,  420 [6] White",30/09/2008,00:00:00,01/10/2008,00:00:00,TRUE,FALSE,29/09/2008,23:45:00,,,,,,,"Daily Eucharist
Job 3:1-3, 11-23
Psalm 88:1-8
Luke 9:51-56 

Daily Prayer
Hosea 4:1-10
Acts 21:1-14
Luke 5:12-26
",,,Normal,,Normal,3
"Gregory the Enlightener,  Bishop,  c:332 [6] White",01/10/2008,00:00:00,02/10/2008,00:00:00,TRUE,FALSE,30/09/2008,23:45:00,,,,,,,"Daily Eucharist
Job 9:1-16
Psalm 88:10-15
Luke 9:57-62  

Daily Prayer
Hosea 4:11-19
Acts 21:15-26
Luke 5:27-39
",,,Normal,,Normal,3
Thursday of Pentecost 20,02/10/2008,00:00:00,03/10/2008,00:00:00,TRUE,FALSE,01/10/2008,23:45:00,,,,,,,"Daily Eucharist
Job 19:21-27
Psalm 27:10-18
Luke 10:1-12 

Daily Prayer
Hosea 5:8-6:6
Acts 21:27-36
Luke 6:1-11
",,,Normal,,Normal,3
Friday of Pentecost 20,03/10/2008,00:00:00,04/10/2008,00:00:00,TRUE,FALSE,02/10/2008,23:45:00,,,,,,,"Daily Eucharist
Job 38:1, 12-21; 40:1-5
Psalm 139:1-17
Luke 10:13-16

Daily Prayer
Hosea 10:1-15
Acts 21:37-22:16
Luke 6:12-26
",,,Normal,,Normal,3
"Francis of Assisi,  Deacon and Friar,  1226 [6] White",04/10/2008,00:00:00,05/10/2008,00:00:00,TRUE,FALSE,03/10/2008,23:45:00,,,,,,,"Daily Eucharist
Job 42:1-6, 12-17
Psalm 119:169-176
Luke 10:17-24  

Daily Prayer
Hosea 11:1-9
Acts 22:17-29
Luke 6:27-38
",,,Normal,,Normal,3
Pentecost 21 [3] Green / SPB Trinity 20,05/10/2008,00:00:00,06/10/2008,00:00:00,TRUE,FALSE,04/10/2008,23:45:00,,,,,,,"Week of Proper 27

Eucharist

Continuous
Exodus 20:1-4, 7-9, 12-20
Psalm 19
Philippians 3:4b-14
Matthew 21:33-46

Thematic
Isaiah 5:1-7
Psalm 80:7-14
Philippians 3:4b-14
Matthew 21:33-46

Daily Prayer
Joshua 3:7-17
1 Corinthians 2:6-16
Matthew 10:1-22
",,,Normal,,Normal,3
Monday of Pentecost 21,06/10/2008,00:00:00,07/10/2008,00:00:00,TRUE,FALSE,05/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 1:6-12
Psalm 111:1-6
Luke 10:25-37  

Daily Prayer
Hosea 14:1-9
Acts 22:30-23:11
Luke 6:39-49
",,,Normal,,Normal,3
Tuesday of Pentecost 21,07/10/2008,00:00:00,08/10/2008,00:00:00,TRUE,FALSE,06/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 1:13-24
Psalm 139:1-14
Luke 10:38-42 

Daily Prayer
Micah 1:1-9
Acts 23:12-24
Luke 7:1-17
",,,Normal,,Normal,3
"Alexander Penrose Forbes,  Bishop,  1875 [6] White (Ordination of the Bishop of Brechin,  2005) ",08/10/2008,00:00:00,09/10/2008,00:00:00,TRUE,FALSE,07/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 2:1-2, 7-14
Psalm 117
Luke 11:1-4  

Daily Prayer
Micah 2:1-13
Acts 23:23-35
Luke 7:18-35
",,,Normal,,Normal,3
Thursday of Pentecost 21,09/10/2008,00:00:00,10/10/2008,00:00:00,TRUE,FALSE,08/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 3:1-5
Psalm 89:19-29
Luke 11:5-13

Daily Prayer
Micah 3:1-8
Acts 24:1-23
Luke 7:36-50
",,,Normal,,Normal,3
Friday of Pentecost 21,10/10/2008,00:00:00,11/10/2008,00:00:00,TRUE,FALSE,09/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 3:7-14
Psalm 111:4-10
Luke 11:14-26

Daily Prayer
Micah 3:9-4:5
Acts 24:24-25:12
Luke 8:1-15
",,,Normal,,Normal,3
"Kenneth,  Abbot,  600 [6] White",11/10/2008,00:00:00,12/10/2008,00:00:00,TRUE,FALSE,10/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 3:21-29
Psalm 105:1-7
Luke 11:27-28

Daily Prayer
Micah 5:1-4, 10-15
Acts 25:13-27
Luke 8:16-25
",,,Normal,,Normal,3
Pentecost 22 [3] Green / SPB Trinity 21,12/10/2008,00:00:00,13/10/2008,00:00:00,TRUE,FALSE,11/10/2008,23:45:00,,,,,,,"Week of Proper 28

Eucharist

Continuous
Exodus 32:1-14
Psalm 106:1-6, 19-23
Philippians 4:1-9
Matthew 22:1-14

Thematic
Isaiah 25:1-9
Psalm 23
Philippians 4:1-9
Matthew 22:1-14

Daily Prayer
Joshua 5:13-6:20
1 Corinthians 4:9-16
Matthew 11:20-30
",,,Normal,,Normal,3
"Elizabeth Fry,  1845 [6] White (translated from 12 October) (Ordination of the Bishop of Moray,  Romansss and Caithness,  2007) ",13/10/2008,00:00:00,14/10/2008,00:00:00,TRUE,FALSE,12/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 4:21-5:1
Psalm 113
Luke 11:29-32

Daily Prayer
Micah 7:1-7
Acts 26:1-23
Luke 8:26-39
",,,Normal,,Normal,3
Tuesday of Pentecost 22,14/10/2008,00:00:00,15/10/2008,00:00:00,TRUE,FALSE,13/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 5:1-6
Psalm 119:41-48
Luke 11:37-41 

Daily Prayer
Jonah 1:1-17a
Acts 26:24-27:8
Luke 8:40-56
",,,Normal,,Normal,3
"Teresa of Avila,  Teacher of the Faith,  1582 [6] White",15/10/2008,00:00:00,16/10/2008,00:00:00,TRUE,FALSE,14/10/2008,23:45:00,,,,,,,"Daily Eucharist
Galatians 5:16-25
Psalm 1
Luke 11:42-46

Daily Prayer
Jonah 1:17-2:10
Acts 27:9-26
Luke 9:1-17
",,,Normal,,Normal,3
Thursday of Pentecost 22,16/10/2008,00:00:00,17/10/2008,00:00:00,TRUE,FALSE,15/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 1:1-10
Psalm 98
Luke 11:47-54

Daily Prayer
Jonah 3:1-4:11
Acts 27:27-44
Luke 9:18-27
",,,Normal,,Normal,3
"Ignatius of Antioch,  Bishop and Martyr,  c:115 [6] Red",17/10/2008,00:00:00,18/10/2008,00:00:00,TRUE,FALSE,16/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 1:11-14
Psalm 33:1-12
Luke 12:1-7

Daily Prayer
Sirach 1:1-10, 18-27
Acts 28:1-16
Luke 9:28-36
",,,Normal,,Normal,3
"Luke,  Evangelist [4] Red",18/10/2008,00:00:00,19/10/2008,00:00:00,TRUE,FALSE,17/10/2008,23:45:00,,,,,,,"Eucharist
Sirach 38:1-4, 6-10, 12-14
Psalm 147:1-7
2 Timothy 4:5-13 (14-17) 
Luke 4:14-21 or 10:1-9

Daily Prayers
Morning:
Ezekiel 47:1-12
Luke 1:1-4

Evening:
Isaiah 52:7-10
Acts 1:1-8
",,,Normal,,Normal,3
Pentecost 23 [3] Green / SPB Trinity 22,19/10/2008,00:00:00,20/10/2008,00:00:00,TRUE,FALSE,18/10/2008,23:45:00,,,,,,,"Week of Proper 29

Eucharist

Continuous
Exodus 33:12-23
Psalm 99
1 Thessalonians 1:1-10
Matthew 22:15-22

Thematic
Isaiah 45:1-7
Psalm 96:1-9 (10-13) 
1 Thessalonians 1:1-10
Matthew 22:15-22

Daily Prayer
Joshua 14:6-14
1 Corinthians 10:1-13
Matthew 12:1-21
",,,Normal,,Normal,3
"Henry Martyn,  Priest and Missionary,  1812 [6] White (translated from 19 October) ",20/10/2008,00:00:00,21/10/2008,00:00:00,TRUE,FALSE,19/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 2:1-10
Psalm 100
Luke 12:13-21

Daily Prayer
Sirach 4:20-5:7
Revelation 7:1-8
Luke 9:51-62
",,,Normal,,Normal,3
Tuesday of Pentecost 23,21/10/2008,00:00:00,22/10/2008,00:00:00,TRUE,FALSE,20/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 2:11-22
Psalm 85:8-13
Luke 12:35-38  

Daily Prayer
Sirach 6:5-17
Revelation 7:9-17
Luke 10:1-16
",,,Normal,,Normal,3
Wednesday of Pentecost 23,22/10/2008,00:00:00,23/10/2008,00:00:00,TRUE,FALSE,21/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 3:4-12
Psalm 113 or 122
Luke 12:39-48

Daily Prayer
Sirach 7:4-14
Revelation 8:1-13
Luke 10:17-24
",,,Normal,,Normal,3
"James of Jeremiahusalem,  Martyr,  c:62 [6] Red",23/10/2008,00:00:00,24/10/2008,00:00:00,TRUE,FALSE,22/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 3:14-21
Psalm 33:1-11
Luke 12:49-53

Daily Prayer
Sirach 10:1-18
Revelation 9:1-12
Luke 10:25-37
",,,Normal,,Normal,3
Friday of Pentecost 23,24/10/2008,00:00:00,25/10/2008,00:00:00,TRUE,FALSE,23/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 4:1-6
Psalm 24:1-6
Luke 12:54-59

Daily Prayer
Sirach 11:2-20
Revelation 9:13-21
Luke 10:38-42
",,,Normal,,Normal,3
Saturday of Pentecost 23,25/10/2008,00:00:00,26/10/2008,00:00:00,TRUE,FALSE,24/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 4:7-16
Psalm 122
Luke 13:1-9

Daily Prayer
Sirach 15:9-20
Revelation 10:1-11
Luke 11:1-13
",,,Normal,,Normal,3
Pentecost 24 [3] Green / SPB Trinity 23 (Fifth Sunday before Advent) ,26/10/2008,00:00:00,27/10/2008,00:00:00,TRUE,FALSE,25/10/2008,23:45:00,,,,,,,"Week of Proper 30

Eucharist

Continuous
Deuteronomy 34:1-12
Psalm 90:1-6, 13-17
1 Thessalonians 2:1-8
Matthew 22:34-46

Thematic
Leviticus 19:1-2, 15-18
Psalm 1
1 Thessalonians 2:1-8
Matthew 22:34-46

Daily Prayer
Ecclesiastes 12:1-14
1 Corinthians 10:15-24
Luke 18:9-14
",,,Normal,,Normal,3
Monday of Pentecost 24,27/10/2008,00:00:00,28/10/2008,00:00:00,TRUE,FALSE,26/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 5:1-8
Psalm 1
Luke 13:10-17

Daily Prayer
Sirach 19:4-17
Revelation 11:1-14
Luke 11:14-26
",,,Normal,,Normal,3
"Simon and Jude,  Apostles [4] Red",28/10/2008,00:00:00,29/10/2008,00:00:00,TRUE,FALSE,27/10/2008,23:45:00,,,,,,,"Eucharist
Deuteronomy 32:1-4 or Isaiah 28:14-16
Psalm 119:89-96
Ephesians 2:13-22
John 15:17-27

Daily Prayer
Morning:
Isaiah 28:9-16 or Jeremiah 3:12-18
Ephesians 4:1-16

Evening:
Isaiah 4:2-6
John 14:15-31
",,,Normal,,Normal,3
"James Hannington,  Bishop and Companions,  Martyrs,  1885 [6] Red",29/10/2008,00:00:00,30/10/2008,00:00:00,TRUE,FALSE,28/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 6:1-9
Psalm 145:10-19
Luke 13:22-30

Daily Prayer
Sirach 28:14-26
Revelation 12:1-6
Luke 11:37-52
",,,Normal,,Normal,3
Thursday of Pentecost 24,30/10/2008,00:00:00,31/10/2008,00:00:00,TRUE,FALSE,29/10/2008,23:45:00,,,,,,,"Daily Eucharist
Ephesians 6:10-20
Psalm 144:1-10
Luke 13:31-35

Daily Prayer
Sirach 31:12-18, 25-32:2
Revelation 12:7-17
Luke 11:53-12:12
",,,Normal,,Normal,3
Friday of Pentecost 24,31/10/2008,00:00:00,01/11/2008,00:00:00,TRUE,FALSE,30/10/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 1:1-11
Psalm 111
Luke 14:1-6

Daily Prayer
Sirach 34:1-8, 18-22
Revelation 13:1-10 
Luke 12:13-31

or Evening: Prayer before All Saints
Wisdom of Solomon 3:1-9
Revelation 19:1, 4-10
",,,Normal,,Normal,3
ALL SAINTS [2] White,01/11/2008,00:00:00,02/11/2008,00:00:00,TRUE,FALSE,31/10/2008,23:45:00,,,,,,,"Eucharist
Revelation 7:9-17
Psalm 34:1-10
1 John 3:1-3
Matthew 5:1-12

Daily Prayer
Morning:
2 Esdras 2:42-47
Hebrews 11:32-12:2

Evening:
Wisdom of Solomon 5:1-5, 14-16
Revelation 21:1-4, 22-22:5
",,,Normal,,Normal,3
"Pentecost 25 [3] Green / SPB Trinity 24 (Fourth Sunday before Advent) (Ordination of the Bishop of Edinburgh,  1993) ",02/11/2008,00:00:00,03/11/2008,00:00:00,TRUE,FALSE,01/11/2008,23:45:00,,,,,,,"Week of Proper 31

Eucharist

Continuous
Joshua 3:7-17
Psalm 107:1-7, 33-37
1 Thessalonians 2:9-13
Matthew 23:1-12

Thematic
Micah 3:5-12
Psalm 43
1 Thessalonians 2:9-13
Matthew 23:1-12

Daily Prayer
Daniel 2:1-11, 25-48
Ephesians 1:11-23
Matthew 5:1-12

",,,Normal,,Normal,3
All Souls [5] Violet or White,03/11/2008,00:00:00,04/11/2008,00:00:00,TRUE,FALSE,02/11/2008,23:45:00,,,,,,,"Eucharist
Wisdom of Solomon 3:1-9 or Lamentations 3:17-26, 31-33
Psalm 116:1-8 or Psalm 23
1 Peter 1:3-9 or Romans 5:5-11
John 6:37-40 or John 11:21-27

Daily Prayer
Morning:
Isaiah 25:6-9
1 Peter 1:3-9 or John 6:37-40

Evening:
Job 19:21-27
John 20:1-9
",,,Normal,,Normal,3
"Richard Hooker,  Priest and Teacher of the Faith,  1660 [6] White (translated from 3 November) ",04/11/2008,00:00:00,05/11/2008,00:00:00,TRUE,FALSE,03/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 2:5-11
Psalm 22:22-28
Luke 14:15-24

Daily Prayer
Sirach 43:1-22
Revelation 14:14-15:8
Luke 13:1-9
",,,Normal,,Normal,3
Wednesday of Pentecost 25,05/11/2008,00:00:00,06/11/2008,00:00:00,TRUE,FALSE,04/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 2:12-18
Psalm 27:1-6, 17-18
Luke 14:25-33

Daily Prayer
Sirach 43:23-33
Revelation 16:1-11
Luke 13:10-17
",,,Normal,,Normal,3
Thursday of Pentecost 25,06/11/2008,00:00:00,07/11/2008,00:00:00,TRUE,FALSE,05/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 3:3-8a
Psalm 105:1-7
Luke 15:1-10

Daily Prayer
Sirach 44:1-15
Revelation 16:12-21
Luke 13:18-30
",,,Normal,,Normal,3
"Willibrord,  Bishop and Missionary,  739 [6] White",07/11/2008,00:00:00,08/11/2008,00:00:00,TRUE,FALSE,06/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 3:17-4:1
Psalm 122
Luke 16:1-8

Daily Prayer
Sirach 50:1, 11-24
Revelation 17:1-18
Luke 13:31-35
",,,Normal,,Normal,3
Saturday of Pentecost 25,08/11/2008,00:00:00,09/11/2008,00:00:00,TRUE,FALSE,07/11/2008,23:45:00,,,,,,,"Daily Eucharist
Philippians 4:10-19
Psalm 112
Luke 16:9-15

Daily Prayer
Sirach 51:1-12
Revelation 18:1-14
Luke 14:1-11
",,,Normal,,Normal,3
Remembrance Day - Pentecost 26 [3] Green / SPB Trinity 25 (Third Sunday before Advent) ,09/11/2008,00:00:00,10/11/2008,00:00:00,TRUE,FALSE,08/11/2008,23:45:00,,,,,,,"Week of Proper 32

Remembrance Day Eucharist
Job 19:21-27
Psalm 90
1 Corinthians 15:51-57
John 6:37-40

Eucharist
Continuous
Joshua 24:1-3a, 14-25
Psalm 78:1-7
1 Thessalonians 4:13-18
Matthew 25:1-13

Thematic
Wisdom of Solomon 6:12-16 or Amos 5:18-24
Psalm 70 or Wisdom of Solomon 6:17-20
1 Thessalonians 4:13-18
Matthew 25:1-13

Daily Prayer
Isaiah 10:33-11:9
1 Timothy 2:1-7
John 14:23-29
",,,Normal,,Normal,3
