Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"Gregory the Enlightener, Bishop, c.332 [6] White",01/10/2008,,,,TRUE,,3
Thursday of Pentecost 20,02/10/2008,,,,TRUE,,3
Friday of Pentecost 20,03/10/2008,,,,TRUE,,3
"Francis of Assisi, Deacon and Friar, 1226 [6] White",04/10/2008,,,,TRUE,,3
Pentecost 21 [3] Green / SPB Trinity 20,05/10/2008,,,,TRUE,,3
Monday of Pentecost 21,06/10/2008,,,,TRUE,,3
Tuesday of Pentecost 21,07/10/2008,,,,TRUE,,3
"Alexander Penrose Forbes, Bishop, 1875 [6] White (Ordination of the Bishop of Brechin, 2005)",08/10/2008,,,,TRUE,,3
Thursday of Pentecost 21,09/10/2008,,,,TRUE,,3
Friday of Pentecost 21,10/10/2008,,,,TRUE,,3
"Kenneth, Abbot, 600 [6] White",11/10/2008,,,,TRUE,,3
Pentecost 22 [3] Green / SPB Trinity 21,12/10/2008,,,,TRUE,,3
"Elizabeth Fry, 1845 [6] White (translated from 12 October) (Ordination of the Bishop of Moray, Ross and Caithness, 2007)",13/10/2008,,,,TRUE,,3
Tuesday of Pentecost 22,14/10/2008,,,,TRUE,,3
"Teresa of Avila, Teacher of the Faith, 1582 [6] White",15/10/2008,,,,TRUE,,3
Thursday of Pentecost 22,16/10/2008,,,,TRUE,,3
"Ignatius of Antioch, Bishop and Martyr, c.115 [6] Red",17/10/2008,,,,TRUE,,3
"Luke, Evangelist [4] Red",18/10/2008,,,,TRUE,,3
Pentecost 23 [3] Green / SPB Trinity 22,19/10/2008,,,,TRUE,,3
"Henry Martyn, Priest and Missionary, 1812 [6] White (translated from 19 October)",20/10/2008,,,,TRUE,,3
Tuesday of Pentecost 23,21/10/2008,,,,TRUE,,3
Wednesday of Pentecost 23,22/10/2008,,,,TRUE,,3
"James of Jerusalem, Martyr, c.62 [6] Red",23/10/2008,,,,TRUE,,3
Friday of Pentecost 23,24/10/2008,,,,TRUE,,3
Saturday of Pentecost 23,25/10/2008,,,,TRUE,,3
Pentecost 24 [3] Green / SPB Trinity 23 (Fifth Sunday before Advent),26/10/2008,,,,TRUE,,3
Monday of Pentecost 24,27/10/2008,,,,TRUE,,3
"Simon and Jude, Apostles [4] Red",28/10/2008,,,,TRUE,,3
"James Hannington, Bishop and Companions, Martyrs, 1885 [6] Red",29/10/2008,,,,TRUE,,3
Thursday of Pentecost 24,30/10/2008,,,,TRUE,,3
Friday of Pentecost 24,31/10/2008,,,,TRUE,,3
ALL SAINTS [2] White,01/11/2008,,,,TRUE,,3
"Pentecost 25 [3] Green / SPB Trinity 24 (Fourth Sunday before Advent) (Ordination of the Bishop of Edinburgh, 1993)",02/11/2008,,,,TRUE,,3
All Souls [5] Violet or White,03/11/2008,,,,TRUE,,3
"Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White (translated from 3 November)",04/11/2008,,,,TRUE,,3
Wednesday of Pentecost 25,05/11/2008,,,,TRUE,,3
Thursday of Pentecost 25,06/11/2008,,,,TRUE,,3
"Willibrord, Bishop and Missionary, 739 [6] White",07/11/2008,,,,TRUE,,3
Saturday of Pentecost 25,08/11/2008,,,,TRUE,,3
Pentecost 26 [3] Green / SPB Trinity 25 (Third Sunday before Advent),09/11/2008,,,,TRUE,,3
"Leo the Great, Bishop and Teacher of the Faith, 461 [6] White",10/11/2008,,,,TRUE,,3
"Martin of Tours, Bishop, c.397 [6] White",11/11/2008,,,,TRUE,,3
"Machar, Bishop, c.600 [6] White",12/11/2008,,,,TRUE,,3
Thursday of Pentecost 26,13/11/2008,,,,TRUE,,3
"Friday of Pentecost 26 (Ordination of Samuel Seabury, Bishop, 1784)",14/11/2008,,,,TRUE,,3
